"seqnames" "start" "end" "width" "strand"
"1177" "chr1" 156070515 156072012 1498 "*"
"1178" "chr1" 156081999 156082572 574 "*"
"1179" "chr1" 156140090 156147365 7276 "*"
"1180" "chr1" 156177753 156193931 16179 "*"
"1181" "chr1" 156212797 156212981 185 "*"
"1182" "chr1" 156248118 156249223 1106 "*"
"1183" "chr1" 156295690 156298623 2934 "*"
"1184" "chr1" 156299300 156308967 9668 "*"
"1185" "chr1" 156367874 156369211 1338 "*"
"1186" "chr1" 156385220 156404249 19030 "*"
"1187" "chr1" 156430702 156463726 33025 "*"
"1188" "chr1" 156500829 156525404 24576 "*"
"1189" "chr1" 156572605 156579726 7122 "*"
"1190" "chr1" 156586771 156591761 4991 "*"
"1191" "chr1" 156594300 156594486 187 "*"
"1192" "chr1" 156601497 156619293 17797 "*"
"1193" "chr1" 156625726 156641389 15664 "*"
"1194" "chr1" 156659533 156668762 9230 "*"
"1195" "chr1" 156677398 156699605 22208 "*"
"1196" "chr1" 156705817 156721890 16074 "*"
"1197" "chr1" 156736961 156737302 342 "*"
"1198" "chr1" 156741591 156742106 516 "*"
"1199" "chr1" 156800818 156806242 5425 "*"
"1200" "chr1" 156881851 156893697 11847 "*"
"1201" "chr1" 156916435 156920649 4215 "*"
"1202" "chr1" 156933095 156934839 1745 "*"
"1203" "chr1" 157045371 157092043 46673 "*"
"1204" "chr1" 157099809 157121190 21382 "*"
"1205" "chr1" 157138475 157513376 374902 "*"
"1206" "chr1" 157552521 157573748 21228 "*"
"1207" "chr1" 157598081 157676480 78400 "*"
"1208" "chr1" 157700858 157745732 44875 "*"
"1209" "chr1" 157777133 157794402 17270 "*"
"1210" "chr1" 157820106 157830913 10808 "*"
"1211" "chr1" 157898257 157925973 27717 "*"
"1212" "chr1" 157949072 157993272 44201 "*"
"1213" "chr1" 158100263 158132039 31777 "*"
"1214" "chr1" 158146930 158179946 33017 "*"
"1215" "chr1" 158184897 158254136 69240 "*"
"1216" "chr1" 158258270 158289785 31516 "*"
"1217" "chr1" 158293631 158327950 34320 "*"
"1218" "chr1" 158331532 158353695 22164 "*"
"1219" "chr1" 158357554 158398521 40968 "*"
"1220" "chr1" 158399467 158419927 20461 "*"
"1221" "chr1" 158420867 158465481 44615 "*"
"1222" "chr1" 158466555 158479877 13323 "*"
"1223" "chr1" 158480886 158547127 66242 "*"
"1224" "chr1" 158548106 158562650 14545 "*"
"1225" "chr1" 158563605 158578918 15314 "*"
"1226" "chr1" 158579900 158606438 26539 "*"
"1227" "chr1" 158607381 158610705 3325 "*"
"1228" "chr1" 158686716 158699677 12962 "*"
"1229" "chr1" 158700653 158717167 16515 "*"
"1230" "chr1" 158718164 158754719 36556 "*"
"1231" "chr1" 158755892 158765675 9784 "*"
"1232" "chr1" 158766703 158776681 9979 "*"
"1233" "chr1" 158777636 158831316 53681 "*"
"1234" "chr1" 158849507 158930795 81289 "*"
"1235" "chr1" 158977055 158999967 22913 "*"
"1236" "chr1" 159055156 159062483 7328 "*"
"1237" "chr1" 159147097 159171608 24512 "*"
"1238" "chr1" 159207974 159289713 81740 "*"
"1239" "chr1" 159308225 159313669 5445 "*"
"1240" "chr1" 159314660 159432203 117544 "*"
"1241" "chr1" 159433139 159437844 4706 "*"
"1242" "chr1" 159443079 159535077 91999 "*"
"1243" "chr1" 159536008 159587824 51817 "*"
"1244" "chr1" 159588866 159712288 123423 "*"
"1245" "chr1" 159714590 159780931 66342 "*"
"1246" "chr1" 159782544 159800510 17967 "*"
"1247" "chr1" 159816252 159826749 10498 "*"
"1248" "chr1" 159900164 159918106 17943 "*"
"1249" "chr1" 159925733 159927038 1306 "*"
"1250" "chr1" 159945605 159951491 5887 "*"
"1251" "chr1" 159954255 159961217 6963 "*"
"1252" "chr1" 159984751 159998650 13900 "*"
"1253" "chr1" 160070484 160081569 11086 "*"
"1254" "chr1" 160090564 160091339 776 "*"
"1255" "chr1" 160098944 160115758 16815 "*"
"1256" "chr1" 160143592 160151569 7978 "*"
"1257" "chr1" 160186978 160190555 3578 "*"
"1258" "chr1" 160201887 160202198 312 "*"
"1259" "chr1" 160215377 160215714 338 "*"
"1260" "chr1" 160286349 160288685 2337 "*"
"1261" "chr1" 160358953 160367066 8114 "*"
"1262" "chr1" 160372849 160400585 27737 "*"
"1263" "chr1" 160428679 160485029 56351 "*"
"1264" "chr1" 160523263 160541094 17832 "*"
"1265" "chr1" 160579517 160608099 28583 "*"
"1266" "chr1" 160647296 160678745 31450 "*"
"1267" "chr1" 160711852 160739056 27205 "*"
"1268" "chr1" 160754822 160796073 41252 "*"
"1269" "chr1" 160828262 160830159 1898 "*"
"1270" "chr1" 160862856 160876538 13683 "*"
"1271" "chr1" 160885171 160932464 47294 "*"
"1272" "chr1" 160954800 160995210 40411 "*"
"1273" "chr1" 161038991 161039250 260 "*"
"1274" "chr1" 161045978 161046945 968 "*"
"1275" "chr1" 161069971 161070994 1024 "*"
"1276" "chr1" 161089600 161098360 8761 "*"
"1277" "chr1" 161100347 161100555 209 "*"
"1278" "chr1" 161132689 161152775 20087 "*"
"1279" "chr1" 161158857 161159449 593 "*"
"1280" "chr1" 161165724 161166409 686 "*"
"1281" "chr1" 161178014 161184307 6294 "*"
"1282" "chr1" 161214396 161215233 838 "*"
"1283" "chr1" 161220700 161222291 1592 "*"
"1284" "chr1" 161223632 161225938 2307 "*"
"1285" "chr1" 161238303 161258726 20424 "*"
"1286" "chr1" 161285451 161304734 19284 "*"
"1287" "chr1" 161309973 161314256 4284 "*"
"1288" "chr1" 161375341 161505429 130089 "*"
"1289" "chr1" 161605663 161606290 628 "*"
"1290" "chr1" 161608218 161623195 14978 "*"
"1291" "chr1" 161631964 161663146 31183 "*"
"1292" "chr1" 161678655 161683694 5040 "*"
"1293" "chr1" 161685253 161706971 21719 "*"
"1294" "chr1" 161714353 161721562 7210 "*"
"1295" "chr1" 161728144 161749757 21614 "*"
"1296" "chr1" 161757239 161766293 9055 "*"
"1297" "chr1" 161964071 161983191 19121 "*"
"1298" "chr1" 162023855 162069773 45919 "*"
"1299" "chr1" 162386819 162395265 8447 "*"
"1300" "chr1" 162412139 162497250 85112 "*"
"1301" "chr1" 162529630 162561505 31876 "*"
"1302" "chr1" 162599843 162631372 31530 "*"
"1303" "chr1" 162787401 162790701 3301 "*"
"1304" "chr1" 162812818 162824457 11640 "*"
"1305" "chr1" 162868816 163068774 199959 "*"
"1306" "chr1" 163076803 163111120 34318 "*"
"1307" "chr1" 163355765 164555583 1199819 "*"
"1308" "chr1" 164851832 165201866 350035 "*"
"1309" "chr1" 165356716 165400916 44201 "*"
"1310" "chr1" 165445356 165476840 31485 "*"
"1311" "chr1" 165582156 165630860 48705 "*"
"1312" "chr1" 165661797 165662215 419 "*"
"1313" "chr1" 165709969 165724292 14324 "*"
"1314" "chr1" 165911619 166057425 145807 "*"
"1315" "chr1" 166166970 166475771 308802 "*"
"1316" "chr1" 166490040 166603915 113876 "*"
"1317" "chr1" 166631401 166839446 208046 "*"
"1318" "chr1" 166856345 166856509 165 "*"
"1319" "chr1" 166876328 166908190 31863 "*"
"1320" "chr1" 166975483 166975581 99 "*"
"1321" "chr1" 167022215 167052835 30621 "*"
"1322" "chr1" 167166480 167175916 9437 "*"
"1323" "chr1" 167195793 167220828 25036 "*"
"1324" "chr1" 167427346 167430639 3294 "*"
"1325" "chr1" 167518611 167529116 10506 "*"
"1326" "chr1" 167553806 167630092 76287 "*"
"1327" "chr1" 167706250 167721949 15700 "*"
"1328" "chr1" 167791920 167809387 17468 "*"
"1329" "chr1" 167914216 167916728 2513 "*"
"1330" "chr1" 168075844 168079542 3699 "*"
"1331" "chr1" 168137668 168178932 41265 "*"
"1332" "chr1" 168202115 168225937 23823 "*"
"1333" "chr1" 168253026 168281039 28014 "*"
"1334" "chr1" 168314427 168375523 61097 "*"
"1335" "chr1" 168375622 168400828 25207 "*"
"1336" "chr1" 168495686 168540764 45079 "*"
"1337" "chr1" 168543998 168576472 32475 "*"
"1338" "chr1" 168582078 168695458 113381 "*"
"1339" "chr1" 169103277 169104123 847 "*"
"1340" "chr1" 169104908 169105696 789 "*"
"1341" "chr1" 169367968 169367969 2 "*"
"1342" "chr1" 169460670 169463908 3239 "*"
"1343" "chr1" 169486004 169514165 28162 "*"
"1344" "chr1" 169586589 169588848 2260 "*"
"1345" "chr1" 169630194 169662006 31813 "*"
"1346" "chr1" 169894268 169921325 27058 "*"
"1347" "chr1" 170085209 170146000 60792 "*"
"1348" "chr1" 170167791 170174402 6612 "*"
"1349" "chr1" 170241288 170271602 30315 "*"
"1350" "chr1" 170284209 170460452 176244 "*"
"1351" "chr1" 170553447 170662727 109281 "*"
"1352" "chr1" 170739420 170935470 196051 "*"
"1353" "chr1" 171064766 171090876 26111 "*"
"1354" "chr1" 171117820 171137739 19920 "*"
"1355" "chr1" 171161569 171185207 23639 "*"
"1356" "chr1" 171211231 171248470 37240 "*"
"1357" "chr1" 171285979 171314207 28229 "*"
"1358" "chr1" 171342085 171485550 143466 "*"
"1359" "chr1" 171593512 171635416 41905 "*"
"1360" "chr1" 171652684 171700159 47476 "*"
"1361" "chr1" 171742248 171781663 39416 "*"
"1362" "chr1" 171814024 171841497 27474 "*"
"1363" "chr1" 172468832 172532348 63517 "*"
"1364" "chr1" 172611834 172659017 47184 "*"
"1365" "chr1" 172666875 173039959 373085 "*"
"1366" "chr1" 173050964 173183733 132770 "*"
"1367" "chr1" 173207314 173417792 210479 "*"
"1368" "chr1" 173461363 173477265 15903 "*"
"1369" "chr1" 173488808 173500463 11656 "*"
"1370" "chr1" 173669863 173714940 45078 "*"
"1371" "chr1" 173786703 173799549 12847 "*"
"1372" "chr1" 173858809 173863247 4439 "*"
"1373" "chr1" 173903550 173903803 254 "*"
"1374" "chr1" 173917379 173931213 13835 "*"
"1375" "chr1" 174022298 174115299 93002 "*"
"1376" "chr1" 174995309 174999162 3854 "*"
"1377" "chr1" 175011716 175012957 1242 "*"
"1378" "chr1" 175023426 175067857 44432 "*"
"1379" "chr1" 175148067 175156986 8920 "*"
"1380" "chr1" 175193000 175315193 122194 "*"
"1381" "chr1" 175743771 175877342 133572 "*"
"1382" "chr1" 175880469 175944830 64362 "*"
"1383" "chr1" 176207494 176463170 255677 "*"
"1384" "chr1" 176845606 176857301 11696 "*"
"1385" "chr1" 177164974 177171496 6523 "*"
"1386" "chr1" 177282423 177351585 69163 "*"
"1387" "chr1" 177366273 177700523 334251 "*"
"1388" "chr1" 177710331 177927565 217235 "*"
"1389" "chr1" 178038008 178091507 53500 "*"
"1390" "chr1" 178093985 178094140 156 "*"
"1391" "chr1" 178484148 178513076 28929 "*"
"1392" "chr1" 178548890 178677748 128859 "*"
"1393" "chr1" 178677835 178725146 47312 "*"
"1394" "chr1" 178921842 179025803 103962 "*"
"1395" "chr1" 179076563 179081376 4814 "*"
"1396" "chr1" 179098024 179099326 1303 "*"
"1397" "chr1" 179229685 179293713 64029 "*"
"1398" "chr1" 179358681 179365719 7039 "*"
"1399" "chr1" 179575953 179591612 15660 "*"
"1400" "chr1" 179691273 179730216 38944 "*"
"1401" "chr1" 179816199 179839966 23768 "*"
"1402" "chr1" 179877804 179882041 4238 "*"
"1403" "chr1" 179925001 179954737 29737 "*"
"1404" "chr1" 180114881 180154833 39953 "*"
"1405" "chr1" 180204031 180230285 26255 "*"
"1406" "chr1" 180502955 180552748 49794 "*"
"1407" "chr1" 180566521 180632003 65483 "*"
"1408" "chr1" 180890252 180913153 22902 "*"
"1409" "chr1" 180954888 180972711 17824 "*"
"1410" "chr1" 181023122 181033424 10303 "*"
"1411" "chr1" 181061939 181088711 26773 "*"
"1412" "chr1" 181092900 181174483 81584 "*"
"1413" "chr1" 181182209 181236387 54179 "*"
"1414" "chr1" 181238605 181317689 79085 "*"
"1415" "chr1" 181808085 182054569 246485 "*"
"1416" "chr1" 182061713 182129309 67597 "*"
"1417" "chr1" 182314062 182381703 67642 "*"
"1418" "chr1" 182392207 182398116 5910 "*"
"1419" "chr1" 182400617 182407620 7004 "*"
"1420" "chr1" 182560600 182573633 13034 "*"
"1421" "chr1" 182589257 182598622 9366 "*"
"1422" "chr1" 182604409 182615253 10845 "*"
"1423" "chr1" 182616630 182641815 25186 "*"
"1424" "chr1" 182684577 182712861 28285 "*"
"1425" "chr1" 182714545 182789292 74748 "*"
"1426" "chr1" 182830385 182839368 8984 "*"
"1427" "chr1" 182887752 182899864 12113 "*"
"1428" "chr1" 182953526 183023459 69934 "*"
"1429" "chr1" 183145593 183186237 40645 "*"
"1430" "chr1" 183244901 183248236 3336 "*"
"1431" "chr1" 183418603 183460873 42271 "*"
"1432" "chr1" 183471747 183472215 469 "*"
"1433" "chr1" 183598247 183620845 22599 "*"
"1434" "chr1" 183635758 183636084 327 "*"
"1435" "chr1" 183928532 183929853 1322 "*"
"1436" "chr1" 184037730 184051650 13921 "*"
"1437" "chr1" 184122530 184387057 264528 "*"
"1438" "chr1" 184629021 184690230 61210 "*"
"1439" "chr1" 184754914 184790723 35810 "*"
"1440" "chr1" 184974551 185001526 26976 "*"
"1441" "chr1" 185008684 185045363 36680 "*"
"1442" "chr1" 185102609 185118097 15489 "*"
"1443" "chr1" 185157073 185157079 7 "*"
"1444" "chr1" 185291766 185296387 4622 "*"
"1445" "chr1" 185317330 185321156 3827 "*"
"1446" "chr1" 185335040 185558371 223332 "*"
"1447" "chr1" 185628528 185734550 106023 "*"
"1448" "chr1" 186190950 186296278 105329 "*"
"1449" "chr1" 186375694 186375837 144 "*"
"1450" "chr1" 186421379 186435160 13782 "*"
"1451" "chr1" 186470292 186671790 201499 "*"
"1452" "chr1" 186680428 186680621 194 "*"
"1453" "chr1" 186681447 186828952 147506 "*"
"1454" "chr1" 186988982 187070699 81718 "*"
"1455" "chr1" 187686131 190097661 2411531 "*"
"1456" "chr1" 190477883 190478550 668 "*"
"1457" "chr1" 190480736 190624889 144154 "*"
"1458" "chr1" 190801659 191221158 419500 "*"
"1459" "chr1" 191228468 192158456 929989 "*"
"1460" "chr1" 192185816 192316991 131176 "*"
"1461" "chr1" 192367286 192575726 208441 "*"
"1462" "chr1" 192580032 192636137 56106 "*"
"1463" "chr1" 192660307 192809038 148732 "*"
"1464" "chr1" 192812284 192835404 23121 "*"
"1465" "chr1" 192957714 193012249 54536 "*"
"1466" "chr1" 193106115 193121799 15685 "*"
"1467" "chr1" 193254816 193304744 49929 "*"
"1468" "chr1" 193365954 196044995 2679042 "*"
"1469" "chr1" 196061074 196225778 164705 "*"
"1470" "chr1" 196609226 196651877 42652 "*"
"1471" "chr1" 196747505 196774794 27290 "*"
"1472" "chr1" 196795407 196819756 24350 "*"
"1473" "chr1" 196832190 196888013 55824 "*"
"1474" "chr1" 196918714 196943755 25042 "*"
"1475" "chr1" 196959227 196977555 18329 "*"
"1476" "chr1" 197009675 197038740 29066 "*"
"1477" "chr1" 197067268 197084127 16860 "*"
"1478" "chr1" 197146695 197153679 6985 "*"
"1479" "chr1" 197200543 197268203 67661 "*"
"1480" "chr1" 197478456 197504747 26292 "*"
"1481" "chr1" 197775697 197902646 126950 "*"
"1482" "chr1" 197907368 197911901 4534 "*"
"1483" "chr1" 197935479 198156962 221484 "*"
"1484" "chr1" 198322421 198807492 485072 "*"
"1485" "chr1" 198937430 199006039 68610 "*"
"1486" "chr1" 199076736 199148597 71862 "*"
"1487" "chr1" 199393308 200027601 634294 "*"
"1488" "chr1" 200177425 200253418 75994 "*"
"1489" "chr1" 200400706 200404939 4234 "*"
"1490" "chr1" 200410057 200551496 141440 "*"
"1491" "chr1" 200620735 200623895 3161 "*"
"1492" "chr1" 200694251 200739557 45307 "*"
"1493" "chr1" 200860705 200872954 12250 "*"
"1494" "chr1" 200874179 200891047 16869 "*"
"1495" "chr1" 200915736 200917459 1724 "*"
"1496" "chr1" 200966669 200969389 2721 "*"
"1497" "chr1" 201023701 201039511 15811 "*"
"1498" "chr1" 201112567 201113952 1386 "*"
"1499" "chr1" 201115373 201134771 19399 "*"
"1500" "chr1" 201171575 201190824 19250 "*"
"1501" "chr1" 201228953 201283451 54499 "*"
"1502" "chr1" 201332994 201359007 26014 "*"
"1503" "chr1" 201399916 201403767 3852 "*"
"1504" "chr1" 201429867 201464382 34516 "*"
"1505" "chr1" 201469238 201483529 14292 "*"
"1506" "chr1" 201509457 201520055 10599 "*"
"1507" "chr1" 201520550 201622926 102377 "*"
"1508" "chr1" 201884295 201888679 4385 "*"
"1509" "chr1" 201892307 201896451 4145 "*"
"1510" "chr1" 201946589 201955490 8902 "*"
"1511" "chr1" 201970662 201978460 7799 "*"
"1512" "chr1" 201978596 201982371 3776 "*"
"1513" "chr1" 202017189 202122857 105669 "*"
"1514" "chr1" 202144744 202147012 2269 "*"
"1515" "chr1" 202161589 202168050 6462 "*"
"1516" "chr1" 202189456 202193900 4445 "*"
"1517" "chr1" 202319782 202331656 11875 "*"
"1518" "chr1" 202341981 202348698 6718 "*"
"1519" "chr1" 202710418 202724494 14077 "*"
"1520" "chr1" 202809471 202810953 1483 "*"
"1521" "chr1" 202812157 202820265 8109 "*"
"1522" "chr1" 202827226 202861753 34528 "*"
"1523" "chr1" 202875242 202878956 3715 "*"
"1524" "chr1" 202889136 202891099 1964 "*"
"1525" "chr1" 202928637 202940822 12186 "*"
"1526" "chr1" 202958573 202961868 3296 "*"
"1527" "chr1" 202967281 202986556 19276 "*"
"1528" "chr1" 202988583 203007385 18803 "*"
"1529" "chr1" 203024849 203026497 1649 "*"
"1530" "chr1" 203078741 203083131 4391 "*"
"1531" "chr1" 203086037 203090653 4617 "*"
"1532" "chr1" 203167406 203167810 405 "*"
"1533" "chr1" 203175814 203178930 3117 "*"
"1534" "chr1" 203186750 203212826 26077 "*"
"1535" "chr1" 203272810 203287151 14342 "*"
"1536" "chr1" 203288802 203298757 9956 "*"
"1537" "chr1" 203305310 203305490 181 "*"
"1538" "chr1" 203309603 203340627 31025 "*"
"1539" "chr1" 203351759 203475827 124069 "*"
"1540" "chr1" 203491353 203494142 2790 "*"
"1541" "chr1" 203508865 203626560 117696 "*"
"1542" "chr1" 203744082 203765175 21094 "*"
"1543" "chr1" 203776234 203795653 19420 "*"
"1544" "chr1" 203855000 203861602 6603 "*"
"1545" "chr1" 203870551 204032446 161896 "*"
"1546" "chr1" 204041266 204073114 31849 "*"
"1547" "chr1" 204127744 204131061 3318 "*"
"1548" "chr1" 204152004 204154818 2815 "*"
"1549" "chr1" 204190325 204190340 16 "*"
"1550" "chr1" 204196487 204198159 1673 "*"
"1551" "chr1" 204214093 204218850 4758 "*"
"1552" "chr1" 204377666 204403386 25721 "*"
"1553" "chr1" 204411792 204422627 10836 "*"
"1554" "chr1" 204494725 204516378 21654 "*"
"1555" "chr1" 204558121 204617169 59049 "*"
"1556" "chr1" 204685734 204828650 142917 "*"
"1557" "chr1" 205022823 205042936 20114 "*"
"1558" "chr1" 205078285 205083128 4844 "*"
"1559" "chr1" 205084461 205086141 1681 "*"
"1560" "chr1" 205122016 205142504 20489 "*"
"1561" "chr1" 205211567 205228175 16609 "*"
"1562" "chr1" 205273344 205302058 28715 "*"
"1563" "chr1" 205321792 205336064 14273 "*"
"1564" "chr1" 205357091 205373251 16161 "*"
"1565" "chr1" 205469025 205504594 35570 "*"
"1566" "chr1" 205532794 205568884 36091 "*"
"1567" "chr1" 205631963 205657850 25888 "*"
"1568" "chr1" 205680460 205712818 32359 "*"
"1569" "chr1" 205750277 205767985 17709 "*"
"1570" "chr1" 205775461 205789092 13632 "*"
"1571" "chr1" 205813749 205828021 14273 "*"
"1572" "chr1" 205850133 205913047 62915 "*"
"1573" "chr1" 205943461 205976739 33279 "*"
"1574" "chr1" 206003462 206009263 5802 "*"
"1575" "chr1" 206023910 206052722 28813 "*"
"1576" "chr1" 206102460 206109691 7232 "*"
"1577" "chr1" 206117700 206186178 68479 "*"
"1578" "chr1" 206464444 206470475 6032 "*"
"1579" "chr1" 206496890 206507529 10640 "*"
"1580" "chr1" 206612464 206635535 23072 "*"
"1581" "chr1" 206684420 206684943 524 "*"
"1582" "chr1" 206734284 206767601 33318 "*"
"1583" "chr1" 206772495 206798869 26375 "*"
"1584" "chr1" 206842982 206865353 22372 "*"
"1585" "chr1" 206869224 206897442 28219 "*"
"1586" "chr1" 206904140 206904385 246 "*"
"1587" "chr1" 206923248 206928517 5270 "*"
"1588" "chr1" 206946467 206957964 11498 "*"
"1589" "chr1" 206970626 207018520 47895 "*"
"1590" "chr1" 207032757 207034365 1609 "*"
"1591" "chr1" 207081025 207088841 7817 "*"
"1592" "chr1" 207099994 207104261 4268 "*"
"1593" "chr1" 207144973 207321375 176403 "*"
"1594" "chr1" 207386805 207454229 67425 "*"
"1595" "chr1" 207489896 207496146 6251 "*"
"1596" "chr1" 207641766 207645112 3347 "*"
"1597" "chr1" 207738417 207752056 13640 "*"
"1598" "chr1" 207795514 207801517 6004 "*"
"1599" "chr1" 207879097 207880971 1875 "*"
"1600" "chr1" 207911403 208022241 110839 "*"
"1601" "chr1" 208244321 208728687 484367 "*"
"1602" "chr1" 208733185 208972453 239269 "*"
"1603" "chr1" 208975308 209325455 350148 "*"
"1604" "chr1" 209328533 209367661 39129 "*"
"1605" "chr1" 209379691 209428819 49129 "*"
"1606" "chr1" 209432839 209583716 150878 "*"
"1607" "chr1" 209613939 209614869 931 "*"
"1608" "chr1" 209652467 209661363 8897 "*"
"1609" "chr1" 209734951 209756031 21081 "*"
"1610" "chr1" 209784560 209785622 1063 "*"
"1611" "chr1" 209806176 209828006 21831 "*"
"1612" "chr1" 209857566 209938173 80608 "*"
"1613" "chr1" 210171390 210231455 60066 "*"
"1614" "chr1" 210246632 210328251 81620 "*"
"1615" "chr1" 210676297 210676822 526 "*"
"1616" "chr1" 211188534 211258376 69843 "*"
"1617" "chr1" 211316386 211326614 10229 "*"
"1618" "chr1" 211374947 211382802 7856 "*"
"1619" "chr1" 211435334 211476521 41188 "*"
"1620" "chr1" 211492918 211571567 78650 "*"
"1621" "chr1" 211578743 211639694 60952 "*"
"1622" "chr1" 211654582 211658656 4075 "*"
"1623" "chr1" 211675631 211675761 131 "*"
"1624" "chr1" 211687460 211743456 55997 "*"
"1625" "chr1" 211853704 211940398 86695 "*"
"1626" "chr1" 212035543 212035552 10 "*"
"1627" "chr1" 212107401 212225277 117877 "*"
"1628" "chr1" 212238978 212285536 46559 "*"
"1629" "chr1" 212361864 212363930 2067 "*"
"1630" "chr1" 212414902 212432886 17985 "*"
"1631" "chr1" 212446380 212545693 99314 "*"
"1632" "chr1" 212556066 212565333 9268 "*"
"1633" "chr1" 212620778 212624473 3696 "*"
"1634" "chr1" 212626779 212686417 59639 "*"
"1635" "chr1" 212699986 212726152 26167 "*"
"1636" "chr1" 212791783 212791827 45 "*"
"1637" "chr1" 212816627 212830140 13514 "*"
"1638" "chr1" 212847650 212852107 4458 "*"
"1639" "chr1" 212858089 212858254 166 "*"
"1640" "chr1" 212899364 212950519 51156 "*"
"1641" "chr1" 212991586 212992181 596 "*"
"1642" "chr1" 213015827 213051232 35406 "*"
"1643" "chr1" 213274774 213817750 542977 "*"
"1644" "chr1" 214041503 214281101 239599 "*"
"1645" "chr1" 214337132 214348695 11564 "*"
"1646" "chr1" 214552450 214603194 50745 "*"
"1647" "chr1" 214664589 215005774 341186 "*"
"1648" "chr1" 215237094 215567391 330298 "*"
"1649" "chr1" 215621808 215622893 1086 "*"
"1650" "chr1" 216423397 216503245 79849 "*"
"1651" "chr1" 217137756 217426991 289236 "*"
"1652" "chr1" 217631083 217631323 241 "*"
"1653" "chr1" 217871697 217892899 21203 "*"
"1654" "chr1" 217920805 218043504 122700 "*"
"1655" "chr1" 218059141 218285286 226146 "*"
"1656" "chr1" 218337984 218344195 6212 "*"
"1657" "chr1" 218345679 218346234 556 "*"
"1658" "chr1" 218444620 218510095 65476 "*"
"1659" "chr1" 218525979 218912756 386778 "*"
"1660" "chr1" 218916185 219086601 170417 "*"
"1661" "chr1" 219212866 219435151 222286 "*"
"1662" "chr1" 219459370 219685426 226057 "*"
"1663" "chr1" 219958648 219968600 9953 "*"
"1664" "chr1" 220046659 220057481 10823 "*"
"1665" "chr1" 220090463 220094101 3639 "*"
"1666" "chr1" 220148042 220148292 251 "*"
"1667" "chr1" 220272455 220528182 255728 "*"
"1668" "chr1" 220664462 220689844 25383 "*"
"1669" "chr1" 220699158 220748224 49067 "*"
"1670" "chr1" 220784816 220786758 1943 "*"
"1671" "chr1" 220819658 220825619 5962 "*"
"1672" "chr1" 220826064 220829254 3191 "*"
"1673" "chr1" 220832430 220832762 333 "*"
"1674" "chr1" 220885060 221330079 445020 "*"
"1675" "chr1" 221336297 221701423 365127 "*"
"1676" "chr1" 221742177 221827665 85489 "*"
"1677" "chr1" 221840667 221880980 40314 "*"
"1678" "chr1" 221984965 222522257 537293 "*"
"1679" "chr1" 222548104 222557901 9798 "*"
"1680" "chr1" 222593033 222618085 25053 "*"
"1681" "chr1" 222735197 222737206 2010 "*"
"1682" "chr1" 222750806 222815063 64258 "*"
"1683" "chr1" 223005996 223109405 103410 "*"
"1684" "chr1" 223143283 223220818 77536 "*"
"1685" "chr1" 223364203 223393416 29214 "*"
"1686" "chr1" 223395471 223538006 142536 "*"
"1687" "chr1" 223665735 223701592 35858 "*"
"1688" "chr1" 223776019 223779898 3880 "*"
"1689" "chr1" 223845973 223951478 105506 "*"
"1690" "chr1" 223992595 223992742 148 "*"
"1691" "chr1" 224010117 224114086 103970 "*"
"1692" "chr1" 224162048 224175755 13708 "*"
"1693" "chr1" 224193442 224208746 15305 "*"
"1694" "chr1" 224213280 224219612 6333 "*"
"1695" "chr1" 224330388 224356849 26462 "*"
"1696" "chr1" 224379460 224385142 5683 "*"
"1697" "chr1" 224740550 224896261 155712 "*"
"1698" "chr1" 225399293 225401501 2209 "*"
"1699" "chr1" 225428926 225486834 57909 "*"
"1700" "chr1" 225653143 225777812 124670 "*"
"1701" "chr1" 225790467 225810091 19625 "*"
"1702" "chr1" 225882370 225886281 3912 "*"
"1703" "chr1" 225924341 225936597 12257 "*"
"1704" "chr1" 225941490 225982701 41212 "*"
"1705" "chr1" 225999332 226062677 63346 "*"
"1706" "chr1" 226072000 226083638 11639 "*"
"1707" "chr1" 226090293 226144678 54386 "*"
"1708" "chr1" 226186731 226223617 36887 "*"
"1709" "chr1" 226227055 226231148 4094 "*"
"1710" "chr1" 226309870 226360690 50821 "*"
"1711" "chr1" 226408080 226548799 140720 "*"
"1712" "chr1" 226609215 226631689 22475 "*"
"1713" "chr1" 226739324 226870183 130860 "*"
"1714" "chr1" 226896106 226897535 1430 "*"
"1715" "chr1" 226987546 226989864 2319 "*"
"1716" "chr1" 227318475 227563542 245068 "*"
"1717" "chr1" 227677444 227728538 51095 "*"
"1718" "chr1" 227781232 227815692 34461 "*"
"1719" "chr1" 227846471 227918655 72185 "*"
"1720" "chr1" 227947899 228007050 59152 "*"
"1721" "chr1" 228061261 228082659 21399 "*"
"1722" "chr1" 228099213 228100725 1513 "*"
"1723" "chr1" 228105412 228106678 1267 "*"
"1724" "chr1" 228109313 228139961 30649 "*"
"1725" "chr1" 228148985 228149851 867 "*"
"1726" "chr1" 228159827 228164085 4259 "*"
"1727" "chr1" 228165513 228165814 302 "*"
"1728" "chr1" 228182258 228203505 21248 "*"
"1729" "chr1" 228378875 228393672 14798 "*"
"1730" "chr1" 228406841 228407939 1099 "*"
"1731" "chr1" 228416862 228424844 7983 "*"
"1732" "chr1" 228425326 228456978 31653 "*"
"1733" "chr1" 228457874 228458106 233 "*"
"1734" "chr1" 228460471 228462073 1603 "*"
"1735" "chr1" 228462153 228487060 24908 "*"
"1736" "chr1" 228495767 228510424 14658 "*"
"1737" "chr1" 228512306 228610267 97962 "*"
